 #  Scattering amplitudes (in cm)      MU=(1-cos(TH))/2
 #  Z =   7,   projectile: electron
 #  Kinetic energy = 3.70000E+06 eV
 #
 # TH (deg)      MU          Re(F)        Im(F)        Re(G)        Im(G)
 #--------------------------------------------------------------------------
  9.900E+00  7.44534E-03  1.45895E-11  7.29911E-12  1.11028E-12  5.55316E-13
  1.000E+01  7.59612E-03  1.42915E-11  7.16835E-12  1.09863E-12  5.50897E-13
  1.025E+01  7.97965E-03  1.35848E-11  6.85676E-12  1.07053E-12  5.40175E-13
  1.050E+01  8.37255E-03  1.29287E-11  6.56547E-12  1.04379E-12  5.29893E-13
  1.075E+01  8.77480E-03  1.23185E-11  6.29273E-12  1.01831E-12  5.20024E-13
  1.100E+01  9.18641E-03  1.17499E-11  6.03699E-12  9.94014E-13  5.10542E-13
  1.125E+01  9.60736E-03  1.12194E-11  5.79683E-12  9.70813E-13  5.01425E-13
  1.150E+01  1.00376E-02  1.07235E-11  5.57100E-12  9.48637E-13  4.92650E-13
  1.175E+01  1.04773E-02  1.02594E-11  5.35837E-12  9.27420E-13  4.84199E-13
  1.200E+01  1.09262E-02  9.82443E-12  5.15792E-12  9.07102E-13  4.76053E-13
  1.225E+01  1.13844E-02  9.41616E-12  4.96871E-12  8.87627E-13  4.68195E-13
  1.250E+01  1.18520E-02  9.03249E-12  4.78991E-12  8.68944E-13  4.60609E-13
  1.275E+01  1.23288E-02  8.67148E-12  4.62077E-12  8.51006E-13  4.53282E-13
  1.300E+01  1.28150E-02  8.33139E-12  4.46058E-12  8.33769E-13  4.46199E-13
  1.325E+01  1.33104E-02  8.01064E-12  4.30873E-12  8.17193E-13  4.39348E-13
  1.350E+01  1.38150E-02  7.70781E-12  4.16462E-12  8.01242E-13  4.32718E-13
  1.375E+01  1.43290E-02  7.42158E-12  4.02774E-12  7.85880E-13  4.26297E-13
  1.400E+01  1.48521E-02  7.15076E-12  3.89761E-12  7.71075E-13  4.20076E-13
  1.425E+01  1.53845E-02  6.89428E-12  3.77379E-12  7.56799E-13  4.14045E-13
  1.450E+01  1.59262E-02  6.65115E-12  3.65586E-12  7.43023E-13  4.08194E-13
  1.475E+01  1.64770E-02  6.42045E-12  3.54345E-12  7.29721E-13  4.02516E-13
  1.500E+01  1.70371E-02  6.20137E-12  3.43622E-12  7.16870E-13  3.97003E-13
