 #
 # Subroutine ELSEPA. Elastic scattering of electrons and positrons
 #                    by neutral atoms and positive ions
 #
 # Projectile: electron
 # Kinetic energy = 3.70000E+06 eV = 1.35973E+05 a.u.
 #
 # Element:  I,  Z =  53,  atomic weight = 1.26904E+02 g/mol
 #
 # Nuclear model: Fermi distribution
 #                Average radius = 5.37703E-13 cm
 #                Skin thickness = 5.46000E-14 cm
 #
 # Number of electrons = 53
 #
 # Electron density: Read from file z_053.den   
 #                   Number of data points =  749
 #                   Volume integral = 5.30000E+01
 #
 # Furness-McCarthy exchange potential
 #
 # Total elastic cross section = 5.80420E-18 cm**2 = 2.07272E-01 a0**2
 # 1st transport cross section = 2.49328E-22 cm**2 = 8.90365E-06 a0**2
 # 2nd transport cross section = 6.90065E-22 cm**2 = 2.46427E-05 a0**2
 #
 #
 # Differential cross section:                       MU=(1-COS(THETA))/2
 #
 #  THETA        MU          DCS          DCS        Sherman      error
 #  (deg)                 (cm**2/sr)   (a0**2/sr)    function
 #----------------------------------------------------------------------
  9.600E+00  7.00198E-03  1.82995E-20  6.53487E-04  1.02722E-04  1.0E-07
  9.700E+00  7.14827E-03  1.75779E-20  6.27718E-04  1.03254E-04  1.0E-07
  9.800E+00  7.29605E-03  1.68918E-20  6.03217E-04  1.03739E-04  1.0E-07
  9.900E+00  7.44534E-03  1.62392E-20  5.79912E-04  1.04176E-04  1.0E-07
  1.000E+01  7.59612E-03  1.56180E-20  5.57731E-04  1.04565E-04  1.0E-07
  1.025E+01  7.97965E-03  1.41914E-20  5.06785E-04  1.05331E-04  1.0E-07
  1.050E+01  8.37255E-03  1.29254E-20  4.61575E-04  1.05782E-04  1.0E-07
  1.075E+01  8.77480E-03  1.17987E-20  4.21341E-04  1.05904E-04  1.0E-07
  1.100E+01  9.18641E-03  1.07933E-20  3.85436E-04  1.05692E-04  1.0E-07
  1.125E+01  9.60736E-03  9.89374E-21  3.53312E-04  1.05120E-04  1.0E-07
  1.150E+01  1.00376E-02  9.08687E-21  3.24498E-04  1.04187E-04  1.0E-07
  1.175E+01  1.04773E-02  8.36141E-21  2.98591E-04  1.02868E-04  1.0E-07
  1.200E+01  1.09262E-02  7.70766E-21  2.75246E-04  1.01157E-04  1.0E-07
  1.225E+01  1.13844E-02  7.11724E-21  2.54161E-04  9.90387E-05  1.0E-07
  1.250E+01  1.18520E-02  6.58289E-21  2.35079E-04  9.64962E-05  1.0E-07
  1.275E+01  1.23288E-02  6.09830E-21  2.17774E-04  0.00000E+00  1.0E-07
  1.300E+01  1.28150E-02  5.65800E-21  2.02051E-04  0.00000E+00  1.0E-07
  1.325E+01  1.33104E-02  5.25718E-21  1.87737E-04  0.00000E+00  1.0E-07
  1.350E+01  1.38150E-02  4.89165E-21  1.74684E-04  0.00000E+00  1.0E-07
  1.375E+01  1.43290E-02  4.55773E-21  1.62759E-04  0.00000E+00  1.0E-07
  1.400E+01  1.48521E-02  4.25217E-21  1.51848E-04  0.00000E+00  1.0E-07
  1.425E+01  1.53845E-02  3.97211E-21  1.41846E-04  0.00000E+00  1.0E-07
