 #
 # Subroutine ELSEPA. Elastic scattering of electrons and positrons
 #                    by neutral atoms and positive ions
 #
 # Projectile: electron
 # Kinetic energy = 3.70000E+06 eV = 1.35973E+05 a.u.
 #
 # Element:  C,  Z =   6,  atomic weight = 1.20107E+01 g/mol
 #
 # Nuclear model: Fermi distribution
 #                Average radius = 2.45042E-13 cm
 #                Skin thickness = 5.46000E-14 cm
 #
 # Number of electrons =  6
 #
 # Electron density: Read from file z_006.den   
 #                   Number of data points =  725
 #                   Volume integral = 6.00000E+00
 #
 # Furness-McCarthy exchange potential
 #
 # Total elastic cross section = 2.45215E-19 cm**2 = 8.75678E-03 a0**2
 # 1st transport cross section = 3.25980E-24 cm**2 = 1.16410E-07 a0**2
 # 2nd transport cross section = 9.34538E-24 cm**2 = 3.33730E-07 a0**2
 #
 #
 # Differential cross section:                       MU=(1-COS(THETA))/2
 #
 #  THETA        MU          DCS          DCS        Sherman      error
 #  (deg)                 (cm**2/sr)   (a0**2/sr)    function
 #----------------------------------------------------------------------
  9.500E-03  6.87293E-09  4.05776E-14  1.44905E+03  0.00000E+00  1.0E-07
  9.750E-03  7.23942E-09  4.05217E-14  1.44705E+03  0.00000E+00  1.0E-07
  1.000E-02  7.61544E-09  4.04644E-14  1.44501E+03  0.00000E+00  1.0E-07
  1.250E-02  1.18991E-08  3.98202E-14  1.42201E+03  0.00000E+00  1.0E-07
  1.500E-02  1.71347E-08  3.90524E-14  1.39459E+03  0.00000E+00  1.0E-07
  1.750E-02  2.33223E-08  3.81718E-14  1.36314E+03  0.00000E+00  1.0E-07
  2.000E-02  3.04617E-08  3.71902E-14  1.32809E+03  0.00000E+00  1.0E-07
  2.250E-02  3.85531E-08  3.61205E-14  1.28989E+03  0.00000E+00  1.0E-07
  2.500E-02  4.75965E-08  3.49758E-14  1.24901E+03  0.00000E+00  1.0E-07
  2.750E-02  5.75917E-08  3.37694E-14  1.20593E+03  0.00000E+00  1.0E-07
  3.000E-02  6.85389E-08  3.25146E-14  1.16112E+03  0.00000E+00  1.0E-07
  3.250E-02  8.04380E-08  3.12243E-14  1.11504E+03  0.00000E+00  1.0E-07
  3.500E-02  9.32891E-08  2.99106E-14  1.06813E+03  0.00000E+00  1.0E-07
  3.750E-02  1.07092E-07  2.85849E-14  1.02079E+03  0.00000E+00  1.0E-07
  4.000E-02  1.21847E-07  2.72579E-14  9.73398E+02  0.00000E+00  1.0E-07
  4.250E-02  1.37554E-07  2.59389E-14  9.26297E+02  0.00000E+00  1.0E-07
  4.500E-02  1.54213E-07  2.46365E-14  8.79784E+02  0.00000E+00  1.0E-07
  4.750E-02  1.71823E-07  2.33577E-14  8.34120E+02  0.00000E+00  1.0E-07
  5.000E-02  1.90386E-07  2.21090E-14  7.89528E+02  0.00000E+00  1.0E-07
  5.250E-02  2.09900E-07  2.08955E-14  7.46194E+02  0.00000E+00  1.0E-07
  5.500E-02  2.30367E-07  1.97214E-14  7.04265E+02  0.00000E+00  1.0E-07
  5.750E-02  2.51785E-07  1.85900E-14  6.63860E+02  0.00000E+00  1.0E-07
  6.000E-02  2.74156E-07  1.75036E-14  6.25065E+02  0.00000E+00  1.0E-07
  6.250E-02  2.97478E-07  1.64640E-14  5.87940E+02  0.00000E+00  1.0E-07
  6.500E-02  3.21752E-07  1.54721E-14  5.52519E+02  0.00000E+00  1.0E-07
  6.750E-02  3.46978E-07  1.45284E-14  5.18818E+02  0.00000E+00  1.0E-07
  7.000E-02  3.73156E-07  1.36327E-14  4.86832E+02  0.00000E+00  1.0E-07
  7.250E-02  4.00286E-07  1.27845E-14  4.56544E+02  0.00000E+00  1.0E-07
