 #
 # Subroutine ELSEPA. Elastic scattering of electrons and positrons
 #                    by neutral atoms and positive ions
 #
 # Projectile: electron
 # Kinetic energy = 3.70000E+06 eV = 1.35973E+05 a.u.
 #
 # Element:  N,  Z =   7,  atomic weight = 1.40067E+01 g/mol
 #
 # Nuclear model: Fermi distribution
 #                Average radius = 2.57926E-13 cm
 #                Skin thickness = 5.46000E-14 cm
 #
 # Number of electrons =  7
 #
 # Electron density: Read from file z_007.den   
 #                   Number of data points =  701
 #                   Volume integral = 7.00000E+00
 #
 # Furness-McCarthy exchange potential
 #
 # Total elastic cross section = 2.64241E-19 cm**2 = 9.43623E-03 a0**2
 # 1st transport cross section = 4.39991E-24 cm**2 = 1.57123E-07 a0**2
 # 2nd transport cross section = 1.26041E-23 cm**2 = 4.50100E-07 a0**2
 #
 #
 # Differential cross section:                       MU=(1-COS(THETA))/2
 #
 #  THETA        MU          DCS          DCS        Sherman      error
 #  (deg)                 (cm**2/sr)   (a0**2/sr)    function
 #----------------------------------------------------------------------
  7.000E-01  3.73152E-05  9.14711E-18  3.26649E-01  0.00000E+00  1.0E-07
  7.250E-01  4.00281E-05  8.03307E-18  2.86866E-01  0.00000E+00  1.0E-07
  7.500E-01  4.28362E-05  7.08284E-18  2.52933E-01  0.00000E+00  1.0E-07
  7.750E-01  4.57395E-05  6.26829E-18  2.23845E-01  0.00000E+00  1.1E-07
  8.000E-01  4.87380E-05  5.56680E-18  1.98794E-01  0.00000E+00  1.0E-07
  8.250E-01  5.18317E-05  4.96006E-18  1.77127E-01  0.00000E+00  1.0E-07
  8.500E-01  5.50205E-05  4.43314E-18  1.58310E-01  0.00000E+00  1.2E-07
  8.750E-01  5.83045E-05  3.97381E-18  1.41907E-01  0.00000E+00  1.0E-07
  9.000E-01  6.16838E-05  3.57194E-18  1.27556E-01  0.00000E+00  1.0E-07
  9.250E-01  6.51582E-05  3.21918E-18  1.14959E-01  0.00000E+00  1.4E-07
  9.500E-01  6.87277E-05  2.90852E-18  1.03865E-01  0.00000E+00  1.0E-07
  9.750E-01  7.23925E-05  2.63411E-18  9.40658E-02  0.00000E+00  1.0E-07
  1.000E+00  7.61524E-05  2.39102E-18  8.53850E-02  0.00000E+00  1.0E-07
  1.100E+00  9.21439E-05  1.65738E-18  5.91859E-02  0.00000E+00  1.0E-07
  1.200E+00  1.09658E-04  1.18311E-18  4.22496E-02  0.00000E+00  1.0E-07
  1.300E+00  1.28695E-04  8.66063E-19  3.09277E-02  0.00000E+00  1.0E-07
  1.400E+00  1.49255E-04  6.47924E-19  2.31378E-02  0.00000E+00  1.0E-07
  1.500E+00  1.71338E-04  4.94034E-19  1.76423E-02  0.00000E+00  1.0E-07
  1.600E+00  1.94942E-04  3.83058E-19  1.36792E-02  0.00000E+00  1.0E-07
  1.700E+00  2.20070E-04  3.01457E-19  1.07652E-02  0.00000E+00  1.0E-07
  1.800E+00  2.46720E-04  2.40408E-19  8.58512E-03  0.00000E+00  1.0E-07
  1.900E+00  2.74892E-04  1.94019E-19  6.92853E-03  0.00000E+00  1.0E-07
  2.000E+00  3.04586E-04  1.58272E-19  5.65201E-03  0.00000E+00  1.0E-07
  2.100E+00  3.35803E-04  1.30376E-19  4.65581E-03  0.00000E+00  1.0E-07
  2.200E+00  3.68542E-04  1.08353E-19  3.86937E-03  0.00000E+00  1.0E-07
  2.300E+00  4.02802E-04  9.07834E-20  3.24193E-03  0.00000E+00  1.0E-07
  2.400E+00  4.38585E-04  7.66302E-20  2.73652E-03  0.00000E+00  1.0E-07
  2.500E+00  4.75889E-04  6.51278E-20  2.32575E-03  0.00000E+00  1.0E-07
  2.600E+00  5.14715E-04  5.57027E-20  1.98918E-03  0.00000E+00  1.0E-07
  2.700E+00  5.55063E-04  4.79212E-20  1.71130E-03  0.00000E+00  1.0E-07
  2.800E+00  5.96931E-04  4.14514E-20  1.48026E-03  0.00000E+00  1.0E-07
  2.900E+00  6.40321E-04  3.60369E-20  1.28690E-03  0.00000E+00  1.0E-07
  3.000E+00  6.85233E-04  3.14779E-20  1.12409E-03  0.00000E+00  1.0E-07
  3.100E+00  7.31665E-04  2.76172E-20  9.86229E-04  0.00000E+00  1.0E-07
  3.200E+00  7.79618E-04  2.43305E-20  8.68859E-04  0.00000E+00  1.0E-07
  3.300E+00  8.29092E-04  2.15184E-20  7.68437E-04  0.00000E+00  1.0E-07
  3.400E+00  8.80086E-04  1.91010E-20  6.82110E-04  0.00000E+00  1.0E-07
  3.500E+00  9.32601E-04  1.70137E-20  6.07571E-04  0.00000E+00  1.0E-07
  3.600E+00  9.86636E-04  1.52039E-20  5.42940E-04  0.00000E+00  1.0E-07
  3.700E+00  1.04219E-03  1.36284E-20  4.86679E-04  0.00000E+00  1.0E-07
  3.800E+00  1.09927E-03  1.22518E-20  4.37520E-04  0.00000E+00  1.0E-07
  3.900E+00  1.15786E-03  1.10447E-20  3.94414E-04  0.00000E+00  1.0E-07
  4.000E+00  1.21797E-03  9.98270E-21  3.56489E-04  0.00000E+00  1.0E-07
  4.100E+00  1.27961E-03  9.04533E-21  3.23015E-04  0.00000E+00  1.0E-07
  4.200E+00  1.34276E-03  8.21547E-21  2.93380E-04  0.00000E+00  1.0E-07
  4.300E+00  1.40743E-03  7.47864E-21  2.67067E-04  0.00000E+00  1.0E-07
  4.400E+00  1.47362E-03  6.82261E-21  2.43640E-04  0.00000E+00  1.0E-07
  4.500E+00  1.54133E-03  6.23697E-21  2.22726E-04  0.00000E+00  1.0E-07
  4.600E+00  1.61056E-03  5.71286E-21  2.04010E-04  0.00000E+00  1.0E-07
  4.700E+00  1.68131E-03  5.24267E-21  1.87219E-04  0.00000E+00  1.0E-07
  4.800E+00  1.75357E-03  4.81989E-21  1.72121E-04  0.00000E+00  1.0E-07
  4.900E+00  1.82735E-03  4.43889E-21  1.58516E-04  0.00000E+00  1.0E-07
  5.000E+00  1.90265E-03  4.09482E-21  1.46229E-04  0.00000E+00  1.0E-07
  5.100E+00  1.97947E-03  3.78345E-21  1.35110E-04  0.00000E+00  1.0E-07
  5.200E+00  2.05780E-03  3.50114E-21  1.25028E-04  0.00000E+00  1.0E-07
  5.300E+00  2.13765E-03  3.24468E-21  1.15869E-04  0.00000E+00  1.0E-07
  5.400E+00  2.21902E-03  3.01128E-21  1.07535E-04  0.00000E+00  1.0E-07
  5.500E+00  2.30190E-03  2.79851E-21  9.99365E-05  0.00000E+00  1.0E-07
  5.600E+00  2.38630E-03  2.60421E-21  9.29979E-05  0.00000E+00  1.0E-07
  5.700E+00  2.47222E-03  2.42648E-21  8.66513E-05  0.00000E+00  1.0E-07
  5.800E+00  2.55965E-03  2.26367E-21  8.08372E-05  0.00000E+00  1.0E-07
  5.900E+00  2.64859E-03  2.11429E-21  7.55028E-05  0.00000E+00  1.0E-07
  6.000E+00  2.73905E-03  1.97704E-21  7.06014E-05  0.00000E+00  1.0E-07
  6.100E+00  2.83103E-03  1.85075E-21  6.60916E-05  0.00000E+00  1.0E-07
  6.200E+00  2.92452E-03  1.73439E-21  6.19363E-05  0.00000E+00  1.0E-07
  6.300E+00  3.01952E-03  1.62704E-21  5.81026E-05  0.00000E+00  1.0E-07
  6.400E+00  3.11604E-03  1.52787E-21  5.45611E-05  0.00000E+00  1.0E-07
  6.500E+00  3.21407E-03  1.43614E-21  5.12854E-05  0.00000E+00  1.0E-07
  6.600E+00  3.31362E-03  1.35120E-21  4.82521E-05  0.00000E+00  1.0E-07
  6.700E+00  3.41468E-03  1.27244E-21  4.54398E-05  0.00000E+00  1.0E-07
  6.800E+00  3.51725E-03  1.19935E-21  4.28295E-05  0.00000E+00  1.0E-07
  6.900E+00  3.62133E-03  1.13143E-21  4.04041E-05  0.00000E+00  1.0E-07
  7.000E+00  3.72692E-03  1.06825E-21  3.81480E-05  0.00000E+00  1.0E-07
  7.100E+00  3.83403E-03  1.00943E-21  3.60473E-05  0.00000E+00  1.0E-07
  7.200E+00  3.94265E-03  9.54598E-22  3.40893E-05  0.00000E+00  1.0E-07
