 #  Scattering amplitudes (in cm)      MU=(1-cos(TH))/2
 #  Z =   8,   projectile: electron
 #  Kinetic energy = 3.70000E+06 eV
 #
 # TH (deg)      MU          Re(F)        Im(F)        Re(G)        Im(G)
 #--------------------------------------------------------------------------
  1.200E+01  1.09262E-02  1.08702E-11  6.55883E-12  1.00383E-12  6.05448E-13
  1.225E+01  1.13844E-02  1.04151E-11  6.31826E-12  9.81968E-13  5.95458E-13
  1.250E+01  1.18520E-02  9.98750E-12  6.09093E-12  9.60996E-13  5.85815E-13
  1.275E+01  1.23288E-02  9.58530E-12  5.87586E-12  9.40865E-13  5.76499E-13
  1.300E+01  1.28150E-02  9.20652E-12  5.67218E-12  9.21526E-13  5.67494E-13
  1.325E+01  1.33104E-02  8.84938E-12  5.47908E-12  9.02933E-13  5.58784E-13
  1.350E+01  1.38150E-02  8.51227E-12  5.29584E-12  8.85045E-13  5.50353E-13
  1.375E+01  1.43290E-02  8.19373E-12  5.12178E-12  8.67822E-13  5.42189E-13
  1.400E+01  1.48521E-02  7.89243E-12  4.95630E-12  8.51228E-13  5.34278E-13
  1.425E+01  1.53845E-02  7.60715E-12  4.79884E-12  8.35230E-13  5.26608E-13
  1.450E+01  1.59262E-02  7.33678E-12  4.64887E-12  8.19796E-13  5.19168E-13
  1.475E+01  1.64770E-02  7.08031E-12  4.50592E-12  8.04897E-13  5.11947E-13
  1.500E+01  1.70371E-02  6.83681E-12  4.36956E-12  7.90506E-13  5.04936E-13
  1.525E+01  1.76063E-02  6.60542E-12  4.23938E-12  7.76597E-13  4.98124E-13
  1.550E+01  1.81848E-02  6.38535E-12  4.11501E-12  7.63148E-13  4.91504E-13
  1.575E+01  1.87724E-02  6.17589E-12  3.99610E-12  7.50135E-13  4.85067E-13
  1.600E+01  1.93692E-02  5.97636E-12  3.88233E-12  7.37537E-13  4.78805E-13
  1.625E+01  1.99751E-02  5.78615E-12  3.77341E-12  7.25336E-13  4.72711E-13
  1.650E+01  2.05901E-02  5.60470E-12  3.66906E-12  7.13514E-13  4.66778E-13
  1.675E+01  2.12143E-02  5.43147E-12  3.56903E-12  7.02051E-13  4.60999E-13
  1.700E+01  2.18476E-02  5.26598E-12  3.47308E-12  6.90934E-13  4.55368E-13
  1.725E+01  2.24900E-02  5.10778E-12  3.38098E-12  6.80146E-13  4.49879E-13
  1.750E+01  2.31415E-02  4.95645E-12  3.29254E-12  6.69673E-13  4.44528E-13
  1.775E+01  2.38021E-02  4.81159E-12  3.20755E-12  6.59502E-13  4.39307E-13
  1.800E+01  2.44717E-02  4.67285E-12  3.12583E-12  6.49619E-13  4.34213E-13
  1.825E+01  2.51504E-02  4.53989E-12  3.04723E-12  6.40013E-13  4.29241E-13
  1.850E+01  2.58382E-02  4.41240E-12  2.97157E-12  6.30672E-13  4.24386E-13
  1.875E+01  2.65349E-02  4.29008E-12  2.89872E-12  6.21586E-13  4.19644E-13
