 #  Scattering amplitudes (in cm)      MU=(1-cos(TH))/2
 #  Z =   9,   projectile: electron
 #  Kinetic energy = 3.70000E+06 eV
 #
 # TH (deg)      MU          Re(F)        Im(F)        Re(G)        Im(G)
 #--------------------------------------------------------------------------
  4.600E+00  1.61056E-03  8.64828E-11  4.43343E-11  3.05307E-12  1.56501E-12
  4.700E+00  1.68131E-03  8.27259E-11  4.27084E-11  2.98401E-12  1.54043E-12
  4.800E+00  1.75357E-03  7.92054E-11  4.11729E-11  2.91789E-12  1.51668E-12
  4.900E+00  1.82735E-03  7.59019E-11  3.97209E-11  2.85452E-12  1.49372E-12
  5.000E+00  1.90265E-03  7.27980E-11  3.83466E-11  2.79375E-12  1.47150E-12
  5.100E+00  1.97947E-03  6.98782E-11  3.70442E-11  2.73540E-12  1.44999E-12
  5.200E+00  2.05780E-03  6.71281E-11  3.58089E-11  2.67935E-12  1.42916E-12
  5.300E+00  2.13765E-03  6.45350E-11  3.46361E-11  2.62547E-12  1.40897E-12
  5.400E+00  2.21902E-03  6.20872E-11  3.35215E-11  2.57362E-12  1.38939E-12
  5.500E+00  2.30190E-03  5.97742E-11  3.24613E-11  2.52370E-12  1.37040E-12
  5.600E+00  2.38630E-03  5.75862E-11  3.14520E-11  2.47560E-12  1.35197E-12
  5.700E+00  2.47222E-03  5.55145E-11  3.04903E-11  2.42924E-12  1.33407E-12
  5.800E+00  2.55965E-03  5.35511E-11  2.95732E-11  2.38450E-12  1.31668E-12
  5.900E+00  2.64859E-03  5.16885E-11  2.86979E-11  2.34132E-12  1.29978E-12
  6.000E+00  2.73905E-03  4.99200E-11  2.78620E-11  2.29962E-12  1.28334E-12
  6.100E+00  2.83103E-03  4.82395E-11  2.70630E-11  2.25931E-12  1.26735E-12
  6.200E+00  2.92452E-03  4.66412E-11  2.62989E-11  2.22034E-12  1.25179E-12
  6.300E+00  3.01952E-03  4.51198E-11  2.55674E-11  2.18263E-12  1.23664E-12
  6.400E+00  3.11604E-03  4.36707E-11  2.48669E-11  2.14613E-12  1.22189E-12
  6.500E+00  3.21407E-03  4.22891E-11  2.41955E-11  2.11078E-12  1.20751E-12
  6.600E+00  3.31362E-03  4.09712E-11  2.35517E-11  2.07653E-12  1.19349E-12
  6.700E+00  3.41468E-03  3.97130E-11  2.29339E-11  2.04333E-12  1.17983E-12
  6.800E+00  3.51725E-03  3.85110E-11  2.23406E-11  2.01113E-12  1.16650E-12
  6.900E+00  3.62133E-03  3.73620E-11  2.17707E-11  1.97988E-12  1.15350E-12
  7.000E+00  3.72692E-03  3.62628E-11  2.12229E-11  1.94955E-12  1.14080E-12
  7.100E+00  3.83403E-03  3.52107E-11  2.06961E-11  1.92010E-12  1.12841E-12
  7.200E+00  3.94265E-03  3.42030E-11  2.01891E-11  1.89149E-12  1.11630E-12
  7.300E+00  4.05278E-03  3.32373E-11  1.97009E-11  1.86368E-12  1.10448E-12
  7.400E+00  4.16442E-03  3.23113E-11  1.92307E-11  1.83664E-12  1.09292E-12
  7.500E+00  4.27757E-03  3.14229E-11  1.87776E-11  1.81035E-12  1.08163E-12
  7.600E+00  4.39223E-03  3.05700E-11  1.83407E-11  1.78476E-12  1.07058E-12
  7.700E+00  4.50840E-03  2.97509E-11  1.79192E-11  1.75986E-12  1.05977E-12
  7.800E+00  4.62608E-03  2.89637E-11  1.75124E-11  1.73561E-12  1.04920E-12
